ambiguous_context_marker,description_model,field_path,scene_id,source_found,status,value
estimate,claude,dimensions_estimate.width,v1:building_008,True,consistent_copied_value,10
estimate,claude,dimensions_estimate.depth,v1:building_008,True,consistent_copied_value,10
,claude,dimensions_estimate.height,v1:building_008,True,consistent_copied_value,12
estimate,gemini,shape.floors_estimate,v1:building_008,True,consistent_copied_value,2
estimate,gemini,dimensions_estimate.width,v1:building_008,True,consistent_copied_value,14
,gemini,dimensions_estimate.depth,v1:building_008,True,consistent_copied_value,18
,gemini,dimensions_estimate.height,v1:building_008,True,consistent_copied_value,15
estimate,openai,shape.floors_estimate,v1:building_009,True,consistent_copied_value,2
estimate,openai,dimensions_estimate.width,v1:building_009,True,consistent_copied_value,9
,openai,dimensions_estimate.depth,v1:building_009,True,consistent_copied_value,17
estimate,openai,dimensions_estimate.height,v1:building_009,True,consistent_copied_value,9
estimate,claude,shape.floors_estimate,v1:building_009,True,consistent_copied_value,2
estimate,claude,dimensions_estimate.width,v1:building_009,True,consistent_copied_value,8
estimate,claude,dimensions_estimate.depth,v1:building_009,True,consistent_copied_value,8
,claude,dimensions_estimate.height,v1:building_009,True,consistent_copied_value,10
estimate,gemini,shape.floors_estimate,v1:building_009,True,consistent_copied_value,2
estimate,gemini,dimensions_estimate.width,v1:building_009,True,consistent_copied_value,15
,gemini,dimensions_estimate.depth,v1:building_009,True,consistent_copied_value,25
,gemini,dimensions_estimate.height,v1:building_009,True,consistent_copied_value,13
estimate,openai,shape.floors_estimate,v1:building_010,True,consistent_copied_value,1
estimate,openai,dimensions_estimate.width,v1:building_010,True,consistent_copied_value,14
,openai,dimensions_estimate.depth,v1:building_010,True,consistent_copied_value,10
,openai,dimensions_estimate.height,v1:building_010,True,consistent_copied_value,7
estimate,claude,shape.floors_estimate,v1:building_010,True,consistent_copied_value,1
estimate,claude,dimensions_estimate.width,v1:building_010,True,consistent_copied_value,14
,claude,dimensions_estimate.depth,v1:building_010,True,consistent_copied_value,10
,claude,dimensions_estimate.height,v1:building_010,True,consistent_copied_value,9
estimate,gemini,shape.floors_estimate,v1:building_010,True,consistent_copied_value,1
estimate,gemini,dimensions_estimate.width,v1:building_010,True,consistent_copied_value,18
,gemini,dimensions_estimate.depth,v1:building_010,True,consistent_copied_value,15
estimate,gemini,dimensions_estimate.height,v1:building_010,True,consistent_copied_value,8
estimate,openai,shape.floors_estimate,v1:building_011,True,consistent_copied_value,1
estimate,openai,dimensions_estimate.width,v1:building_011,True,consistent_copied_value,11
,openai,dimensions_estimate.depth,v1:building_011,True,consistent_copied_value,9
,openai,dimensions_estimate.height,v1:building_011,True,consistent_copied_value,6
estimate,claude,shape.floors_estimate,v1:building_011,True,consistent_copied_value,1
estimate,claude,dimensions_estimate.width,v1:building_011,True,consistent_copied_value,10
,claude,dimensions_estimate.depth,v1:building_011,True,consistent_copied_value,6
,claude,dimensions_estimate.height,v1:building_011,True,consistent_copied_value,7
estimate,gemini,shape.floors_estimate,v1:building_011,True,consistent_copied_value,1
estimate,gemini,dimensions_estimate.width,v1:building_011,True,consistent_copied_value,18
,gemini,dimensions_estimate.depth,v1:building_011,True,consistent_copied_value,11
,gemini,dimensions_estimate.height,v1:building_011,True,consistent_copied_value,7
estimate,openai,shape.floors_estimate,v1:building_012,True,consistent_copied_value,1
estimate,openai,dimensions_estimate.width,v1:building_012,True,consistent_copied_value,7
,openai,dimensions_estimate.depth,v1:building_012,True,consistent_copied_value,15
,openai,dimensions_estimate.height,v1:building_012,True,consistent_copied_value,5
estimate,claude,shape.floors_estimate,v1:building_012,True,consistent_copied_value,1
estimate,claude,dimensions_estimate.width,v1:building_012,True,consistent_copied_value,8
,claude,dimensions_estimate.depth,v1:building_012,True,consistent_copied_value,10
,claude,dimensions_estimate.height,v1:building_012,True,consistent_copied_value,7
estimate,gemini,shape.floors_estimate,v1:building_012,True,consistent_copied_value,1
estimate,gemini,dimensions_estimate.width,v1:building_012,True,consistent_copied_value,12
,gemini,dimensions_estimate.depth,v1:building_012,True,consistent_copied_value,15
,gemini,dimensions_estimate.height,v1:building_012,True,consistent_copied_value,8
estimate,openai,shape.floors_estimate,v1:building_013,True,consistent_copied_value,1
estimate,openai,dimensions_estimate.width,v1:building_013,True,consistent_copied_value,11
,openai,dimensions_estimate.depth,v1:building_013,True,consistent_copied_value,7
,openai,dimensions_estimate.height,v1:building_013,True,consistent_copied_value,5
estimate,claude,shape.floors_estimate,v1:building_013,True,consistent_copied_value,1
estimate,claude,dimensions_estimate.width,v1:building_013,True,consistent_copied_value,10
,claude,dimensions_estimate.depth,v1:building_013,True,consistent_copied_value,12
,claude,dimensions_estimate.height,v1:building_013,True,consistent_copied_value,6
estimate,gemini,shape.floors_estimate,v1:building_013,True,consistent_copied_value,1
estimate,gemini,dimensions_estimate.width,v1:building_013,True,consistent_copied_value,1
estimate,gemini,dimensions_estimate.depth,v1:building_013,True,consistent_copied_value,1
estimate,gemini,dimensions_estimate.height,v1:building_013,True,consistent_copied_value,1
estimate,openai,shape.floors_estimate,v1:building_014,True,consistent_copied_value,1
estimate,openai,dimensions_estimate.width,v1:building_014,True,consistent_copied_value,11
estimate,openai,dimensions_estimate.depth,v1:building_014,True,consistent_copied_value,11
,openai,dimensions_estimate.height,v1:building_014,True,consistent_copied_value,6
estimate,claude,shape.floors_estimate,v1:building_014,True,consistent_copied_value,2
estimate,claude,dimensions_estimate.width,v1:building_014,True,consistent_copied_value,12
,claude,dimensions_estimate.depth,v1:building_014,True,consistent_copied_value,10
,claude,dimensions_estimate.height,v1:building_014,True,consistent_copied_value,8
estimate,gemini,shape.floors_estimate,v1:building_014,True,consistent_copied_value,1
estimate,gemini,dimensions_estimate.width,v1:building_014,True,consistent_copied_value,15
,gemini,dimensions_estimate.depth,v1:building_014,True,consistent_copied_value,13
,gemini,dimensions_estimate.height,v1:building_014,True,consistent_copied_value,7
estimate,openai,shape.floors_estimate,v1:building_015,True,consistent_copied_value,1
estimate,openai,dimensions_estimate.width,v1:building_015,True,consistent_copied_value,11
,openai,dimensions_estimate.depth,v1:building_015,True,consistent_copied_value,21
,openai,dimensions_estimate.height,v1:building_015,True,consistent_copied_value,7
estimate,claude,shape.floors_estimate,v1:building_015,True,consistent_copied_value,1
estimate,claude,dimensions_estimate.width,v1:building_015,True,consistent_copied_value,10
,claude,dimensions_estimate.depth,v1:building_015,True,consistent_copied_value,6
,claude,dimensions_estimate.height,v1:building_015,True,consistent_copied_value,8
estimate,gemini,shape.floors_estimate,v1:building_015,True,consistent_copied_value,1
estimate,gemini,dimensions_estimate.width,v1:building_015,True,consistent_copied_value,16
,gemini,dimensions_estimate.depth,v1:building_015,True,consistent_copied_value,20
,gemini,dimensions_estimate.height,v1:building_015,True,consistent_copied_value,8
estimate,openai,shape.floors_estimate,v1:building_016,True,consistent_copied_value,1
estimate,openai,dimensions_estimate.width,v1:building_016,True,consistent_copied_value,9
,openai,dimensions_estimate.depth,v1:building_016,True,consistent_copied_value,13
,openai,dimensions_estimate.height,v1:building_016,True,consistent_copied_value,5
estimate,claude,shape.floors_estimate,v1:building_016,True,consistent_copied_value,1
estimate,claude,dimensions_estimate.width,v1:building_016,True,consistent_copied_value,12
,claude,dimensions_estimate.depth,v1:building_016,True,consistent_copied_value,16
,claude,dimensions_estimate.height,v1:building_016,True,consistent_copied_value,6
estimate,gemini,shape.floors_estimate,v1:building_016,True,consistent_copied_value,1
estimate,gemini,dimensions_estimate.width,v1:building_016,True,consistent_copied_value,15
,gemini,dimensions_estimate.depth,v1:building_016,True,consistent_copied_value,12
,gemini,dimensions_estimate.height,v1:building_016,True,consistent_copied_value,7
estimate,openai,shape.floors_estimate,v1:building_017,True,consistent_copied_value,2
estimate,openai,dimensions_estimate.width,v1:building_017,True,consistent_copied_value,9
,openai,dimensions_estimate.depth,v1:building_017,True,consistent_copied_value,5
,openai,dimensions_estimate.height,v1:building_017,True,consistent_copied_value,8
estimate,claude,shape.floors_estimate,v1:building_017,True,consistent_copied_value,2
estimate,claude,dimensions_estimate.width,v1:building_017,True,consistent_copied_value,8
estimate,claude,dimensions_estimate.depth,v1:building_017,True,consistent_copied_value,8
,claude,dimensions_estimate.height,v1:building_017,True,consistent_copied_value,9
estimate,gemini,shape.floors_estimate,v1:building_017,True,consistent_copied_value,2
estimate,gemini,dimensions_estimate.width,v1:building_017,True,consistent_copied_value,14
estimate,gemini,dimensions_estimate.depth,v1:building_017,True,consistent_copied_value,14
,gemini,dimensions_estimate.height,v1:building_017,True,consistent_copied_value,16
estimate,openai,shape.floors_estimate,v1:building_018,True,consistent_copied_value,1
estimate,openai,dimensions_estimate.width,v1:building_018,True,consistent_copied_value,9
,openai,dimensions_estimate.depth,v1:building_018,True,consistent_copied_value,17
,openai,dimensions_estimate.height,v1:building_018,True,consistent_copied_value,5
estimate,claude,shape.floors_estimate,v1:building_018,True,consistent_copied_value,1
estimate,claude,dimensions_estimate.width,v1:building_018,True,consistent_copied_value,10
,claude,dimensions_estimate.depth,v1:building_018,True,consistent_copied_value,14
,claude,dimensions_estimate.height,v1:building_018,True,consistent_copied_value,5
estimate,gemini,shape.floors_estimate,v1:building_018,True,consistent_copied_value,1
estimate,gemini,dimensions_estimate.width,v1:building_018,True,consistent_copied_value,12
,gemini,dimensions_estimate.depth,v1:building_018,True,consistent_copied_value,15
,gemini,dimensions_estimate.height,v1:building_018,True,consistent_copied_value,6
estimate,openai,shape.floors_estimate,v1:building_019,True,consistent_copied_value,1
estimate,openai,dimensions_estimate.width,v1:building_019,True,consistent_copied_value,9
,openai,dimensions_estimate.depth,v1:building_019,True,consistent_copied_value,15
,openai,dimensions_estimate.height,v1:building_019,True,consistent_copied_value,5
estimate,claude,shape.floors_estimate,v1:building_019,True,consistent_copied_value,1
estimate,claude,dimensions_estimate.width,v1:building_019,True,consistent_copied_value,10
,claude,dimensions_estimate.depth,v1:building_019,True,consistent_copied_value,14
,claude,dimensions_estimate.height,v1:building_019,True,consistent_copied_value,5
estimate,gemini,shape.floors_estimate,v1:building_019,True,consistent_copied_value,1
estimate,gemini,dimensions_estimate.width,v1:building_019,True,consistent_copied_value,10
,gemini,dimensions_estimate.depth,v1:building_019,True,consistent_copied_value,16
,gemini,dimensions_estimate.height,v1:building_019,True,consistent_copied_value,7
estimate,openai,shape.floors_estimate,v1:building_020,True,consistent_copied_value,2
estimate,openai,dimensions_estimate.width,v1:building_020,True,consistent_copied_value,11
,openai,dimensions_estimate.depth,v1:building_020,True,consistent_copied_value,17
,openai,dimensions_estimate.height,v1:building_020,True,consistent_copied_value,9
estimate,claude,shape.floors_estimate,v1:building_020,True,consistent_copied_value,2
estimate,claude,dimensions_estimate.width,v1:building_020,True,consistent_copied_value,12
,claude,dimensions_estimate.depth,v1:building_020,True,consistent_copied_value,10
,claude,dimensions_estimate.height,v1:building_020,True,consistent_copied_value,10
estimate,gemini,shape.floors_estimate,v1:building_020,True,consistent_copied_value,1
estimate,gemini,dimensions_estimate.width,v1:building_020,True,consistent_copied_value,1
estimate,gemini,dimensions_estimate.depth,v1:building_020,True,consistent_copied_value,1
estimate,gemini,dimensions_estimate.height,v1:building_020,True,consistent_copied_value,1
estimate,openai,shape.floors_estimate,v1:building_021,True,consistent_copied_value,1
estimate,openai,dimensions_estimate.width,v1:building_021,True,consistent_copied_value,11
,openai,dimensions_estimate.depth,v1:building_021,True,consistent_copied_value,21
,openai,dimensions_estimate.height,v1:building_021,True,consistent_copied_value,7
estimate,claude,shape.floors_estimate,v1:building_021,True,consistent_copied_value,1
estimate,claude,dimensions_estimate.width,v1:building_021,True,consistent_copied_value,12
,claude,dimensions_estimate.depth,v1:building_021,True,consistent_copied_value,10
,claude,dimensions_estimate.height,v1:building_021,True,consistent_copied_value,8
estimate,gemini,shape.floors_estimate,v1:building_021,True,consistent_copied_value,1
estimate,gemini,dimensions_estimate.width,v1:building_021,True,consistent_copied_value,19
,gemini,dimensions_estimate.depth,v1:building_021,True,consistent_copied_value,16
estimate,gemini,dimensions_estimate.height,v1:building_021,True,consistent_copied_value,9
estimate,openai,shape.floors_estimate,v1:building_022,True,consistent_copied_value,2
estimate,openai,dimensions_estimate.width,v1:building_022,True,consistent_copied_value,11
,openai,dimensions_estimate.depth,v1:building_022,True,consistent_copied_value,19
,openai,dimensions_estimate.height,v1:building_022,True,consistent_copied_value,8
estimate,claude,shape.floors_estimate,v1:building_022,True,consistent_copied_value,2
estimate,claude,dimensions_estimate.width,v1:building_022,True,consistent_copied_value,14
estimate,claude,dimensions_estimate.depth,v1:building_022,True,consistent_copied_value,14
,claude,dimensions_estimate.height,v1:building_022,True,consistent_copied_value,12
estimate,gemini,shape.floors_estimate,v1:building_022,True,consistent_copied_value,2
estimate,gemini,dimensions_estimate.width,v1:building_022,True,consistent_copied_value,13
,gemini,dimensions_estimate.depth,v1:building_022,True,consistent_copied_value,16
,gemini,dimensions_estimate.height,v1:building_022,True,consistent_copied_value,12
estimate,openai,shape.floors_estimate,v1:building_023,True,consistent_copied_value,1
estimate,openai,dimensions_estimate.width,v1:building_023,True,consistent_copied_value,9
,openai,dimensions_estimate.depth,v1:building_023,True,consistent_copied_value,13
,openai,dimensions_estimate.height,v1:building_023,True,consistent_copied_value,6
estimate,claude,shape.floors_estimate,v1:building_023,True,consistent_copied_value,1
estimate,claude,dimensions_estimate.width,v1:building_023,True,consistent_copied_value,10
,claude,dimensions_estimate.depth,v1:building_023,True,consistent_copied_value,8
,claude,dimensions_estimate.height,v1:building_023,True,consistent_copied_value,6
estimate,gemini,shape.floors_estimate,v1:building_023,True,consistent_copied_value,1
estimate,gemini,dimensions_estimate.width,v1:building_023,True,consistent_copied_value,18
,gemini,dimensions_estimate.depth,v1:building_023,True,consistent_copied_value,11
,gemini,dimensions_estimate.height,v1:building_023,True,consistent_copied_value,7
estimate,openai,shape.floors_estimate,v1:building_024,True,consistent_copied_value,2
estimate,openai,dimensions_estimate.width,v1:building_024,True,consistent_copied_value,12
,openai,dimensions_estimate.depth,v1:building_024,True,consistent_copied_value,10
,openai,dimensions_estimate.height,v1:building_024,True,consistent_copied_value,7
estimate,claude,shape.floors_estimate,v1:building_024,True,consistent_copied_value,2
estimate,claude,dimensions_estimate.width,v1:building_024,True,consistent_copied_value,12
,claude,dimensions_estimate.depth,v1:building_024,True,consistent_copied_value,10
,claude,dimensions_estimate.height,v1:building_024,True,consistent_copied_value,8
estimate,gemini,shape.floors_estimate,v1:building_024,True,consistent_copied_value,2
estimate,gemini,dimensions_estimate.width,v1:building_024,True,consistent_copied_value,17
,gemini,dimensions_estimate.depth,v1:building_024,True,consistent_copied_value,13
,gemini,dimensions_estimate.height,v1:building_024,True,consistent_copied_value,10
estimate,openai,shape.floors_estimate,v1:building_025,True,consistent_copied_value,1
estimate,openai,dimensions_estimate.width,v1:building_025,True,consistent_copied_value,11
,openai,dimensions_estimate.depth,v1:building_025,True,consistent_copied_value,19
,openai,dimensions_estimate.height,v1:building_025,True,consistent_copied_value,5
estimate,claude,shape.floors_estimate,v1:building_025,True,consistent_copied_value,1
estimate,claude,dimensions_estimate.width,v1:building_025,True,consistent_copied_value,10
,claude,dimensions_estimate.depth,v1:building_025,True,consistent_copied_value,14
,claude,dimensions_estimate.height,v1:building_025,True,consistent_copied_value,5
estimate,gemini,shape.floors_estimate,v1:building_025,True,consistent_copied_value,1
estimate,gemini,dimensions_estimate.width,v1:building_025,True,consistent_copied_value,15
,gemini,dimensions_estimate.depth,v1:building_025,True,consistent_copied_value,11
,gemini,dimensions_estimate.height,v1:building_025,True,consistent_copied_value,8
estimate,openai,shape.floors_estimate,v1:building_026,True,consistent_copied_value,1
estimate,openai,dimensions_estimate.width,v1:building_026,True,consistent_copied_value,7
,openai,dimensions_estimate.depth,v1:building_026,True,consistent_copied_value,15
,openai,dimensions_estimate.height,v1:building_026,True,consistent_copied_value,6
estimate,claude,shape.floors_estimate,v1:building_026,True,consistent_copied_value,1
estimate,claude,dimensions_estimate.width,v1:building_026,True,consistent_copied_value,8
,claude,dimensions_estimate.depth,v1:building_026,True,consistent_copied_value,6
,claude,dimensions_estimate.height,v1:building_026,True,consistent_copied_value,7
estimate,gemini,shape.floors_estimate,v1:building_026,True,consistent_copied_value,1
estimate,gemini,dimensions_estimate.width,v1:building_026,True,consistent_copied_value,12
,gemini,dimensions_estimate.depth,v1:building_026,True,consistent_copied_value,15
,gemini,dimensions_estimate.height,v1:building_026,True,consistent_copied_value,8
estimate,openai,shape.floors_estimate,v1:building_027,True,consistent_copied_value,1
estimate,openai,dimensions_estimate.width,v1:building_027,True,consistent_copied_value,9
,openai,dimensions_estimate.depth,v1:building_027,True,consistent_copied_value,17
,openai,dimensions_estimate.height,v1:building_027,True,consistent_copied_value,6
estimate,claude,shape.floors_estimate,v1:building_027,True,consistent_copied_value,2
estimate,claude,dimensions_estimate.width,v1:building_027,True,consistent_copied_value,12
,claude,dimensions_estimate.depth,v1:building_027,True,consistent_copied_value,10
,claude,dimensions_estimate.height,v1:building_027,True,consistent_copied_value,8
estimate,gemini,shape.floors_estimate,v1:building_027,True,consistent_copied_value,1
estimate,gemini,dimensions_estimate.width,v1:building_027,True,consistent_copied_value,18
,gemini,dimensions_estimate.depth,v1:building_027,True,consistent_copied_value,22
estimate,gemini,dimensions_estimate.height,v1:building_027,True,consistent_copied_value,8
estimate,openai,shape.floors_estimate,v1:building_028,True,consistent_copied_value,2
estimate,openai,dimensions_estimate.width,v1:building_028,True,consistent_copied_value,9
,openai,dimensions_estimate.depth,v1:building_028,True,consistent_copied_value,21
,openai,dimensions_estimate.height,v1:building_028,True,consistent_copied_value,8
estimate,claude,shape.floors_estimate,v1:building_028,True,consistent_copied_value,2
estimate,claude,dimensions_estimate.width,v1:building_028,True,consistent_copied_value,8
estimate,claude,dimensions_estimate.depth,v1:building_028,True,consistent_copied_value,8
,claude,dimensions_estimate.height,v1:building_028,True,consistent_copied_value,10
estimate,gemini,shape.floors_estimate,v1:building_028,True,consistent_copied_value,1
estimate,gemini,dimensions_estimate.width,v1:building_028,True,consistent_copied_value,1
estimate,gemini,dimensions_estimate.depth,v1:building_028,True,consistent_copied_value,1
estimate,gemini,dimensions_estimate.height,v1:building_028,True,consistent_copied_value,1
estimate,openai,shape.floors_estimate,v1:building_029,True,consistent_copied_value,2
estimate,openai,dimensions_estimate.width,v1:building_029,True,consistent_copied_value,11
,openai,dimensions_estimate.depth,v1:building_029,True,consistent_copied_value,9
,openai,dimensions_estimate.height,v1:building_029,True,consistent_copied_value,8
estimate,claude,shape.floors_estimate,v1:building_029,True,consistent_copied_value,2
estimate,claude,dimensions_estimate.width,v1:building_029,True,consistent_copied_value,10
estimate,claude,dimensions_estimate.depth,v1:building_029,True,consistent_copied_value,10
,claude,dimensions_estimate.height,v1:building_029,True,consistent_copied_value,9
estimate,gemini,shape.floors_estimate,v1:building_029,True,consistent_copied_value,2
estimate,gemini,dimensions_estimate.width,v1:building_029,True,consistent_copied_value,13
,gemini,dimensions_estimate.depth,v1:building_029,True,consistent_copied_value,9
estimate,gemini,dimensions_estimate.height,v1:building_029,True,consistent_copied_value,13
estimate,openai,shape.floors_estimate,v1:building_030,True,consistent_copied_value,1
estimate,openai,dimensions_estimate.width,v1:building_030,True,consistent_copied_value,11
,openai,dimensions_estimate.depth,v1:building_030,True,consistent_copied_value,25
,openai,dimensions_estimate.height,v1:building_030,True,consistent_copied_value,6
estimate,claude,shape.floors_estimate,v1:building_030,True,consistent_copied_value,1
estimate,claude,dimensions_estimate.width,v1:building_030,True,consistent_copied_value,8
,claude,dimensions_estimate.depth,v1:building_030,True,consistent_copied_value,6
,claude,dimensions_estimate.height,v1:building_030,True,consistent_copied_value,6
estimate,gemini,shape.floors_estimate,v1:building_030,True,consistent_copied_value,1
estimate,gemini,dimensions_estimate.width,v1:building_030,True,consistent_copied_value,10
,gemini,dimensions_estimate.depth,v1:building_030,True,consistent_copied_value,18
,gemini,dimensions_estimate.height,v1:building_030,True,consistent_copied_value,8
estimate,openai,shape.floors_estimate,v1:building_031,True,consistent_copied_value,1
estimate,openai,dimensions_estimate.width,v1:building_031,True,consistent_copied_value,9
,openai,dimensions_estimate.depth,v1:building_031,True,consistent_copied_value,13
,openai,dimensions_estimate.height,v1:building_031,True,consistent_copied_value,4
