building_id,description_model,field_path,provenance_type,scene_id,source_end,source_span,source_start,structured_value,validation_status
building_000,claude,rebuild_hints,explicit_text,v1:building_000,2121,"[
    ""Build rectangular base 10x10 blocks, 2 stories tall (8 blocks interior height)"",
    ""Use brick for primary walls with horizontal stonebrick banding at mid-height and top"",
    ""Create stepped gable roof using nether_brick or dark wood in pyramid pattern (5-6 steps)"",
    ""Place centered rectangular windows on all four sides, approximately 4 blocks wide x 3 blocks tall"",
    ""Surround base with white concrete platform, 1 block high, extending 1-2 blocks outward"",
    ""Add concrete border/trim around foundation perimeter"",
    ""Ensure bilateral symmetry across all axes""
  ]",1535,"[""Build rectangular base 10x10 blocks, 2 stories tall (8 blocks interior height)"", ""Use brick for primary walls with horizontal stonebrick banding at mid-height and top"", ""Create stepped gable roof using nether_brick or dark wood in pyramid pattern (5-6 steps)"", ""Place centered rectangular windows on all four sides, approximately 4 blocks wide x 3 blocks tall"", ""Surround base with white concrete platform, 1 block high, extending 1-2 blocks outward"", ""Add concrete border/trim around foundation perimeter"", ""Ensure bilateral symmetry across all axes""]",tracked
building_000,claude,uncertainties,explicit_text,v1:building_000,2569,"[
    ""Exact interior layout and room configuration not visible"",
    ""Precise window frame material (appears white but could be concrete, quartz, or other light block)"",
    ""Whether roof is nether_brick or dark wood planks"",
    ""Exact height of interior floors (estimated 4 blocks per story)"",
    ""Presence of doors or other openings not visible from these angles"",
    ""Interior wall materials and decorations unknown""
  ]",2142,"[""Exact interior layout and room configuration not visible"", ""Precise window frame material (appears white but could be concrete, quartz, or other light block)"", ""Whether roof is nether_brick or dark wood planks"", ""Exact height of interior floors (estimated 4 blocks per story)"", ""Presence of doors or other openings not visible from these angles"", ""Interior wall materials and decorations unknown""]",tracked
building_000,gemini,summary,explicit_text,v1:building_000,143,"A two-story rectangular building with brick walls, a dark gable roof, and horizontal decorative bands of wood and white blocks.",16,"""A two-story rectangular building with brick walls, a dark gable roof, and horizontal decorative bands of wood and white blocks.""",tracked
building_000,gemini,building_type,explicit_text,v1:building_000,183,generic structure,166,"""generic structure""",tracked
building_000,gemini,shape.overall_form,explicit_text,v1:building_000,237,rectangular block,220,"""rectangular block""",tracked
building_000,gemini,shape.footprint_hint,explicit_text,v1:building_000,272,rectangle,263,"""rectangle""",tracked
building_000,gemini,shape.symmetry,explicit_text,v1:building_000,310,highly symmetrical,292,"""highly symmetrical""",tracked
building_000,gemini,shape.floors_estimate,copied_numeric_value,v1:building_000,337,2,336,2,tracked
building_000,gemini,shape.roof_type,explicit_text,v1:building_000,79,gable,74,"""gable""",tracked
building_000,gemini,dimensions_estimate.width,copied_numeric_value,v1:building_000,411,13,409,13,tracked
building_000,gemini,dimensions_estimate.depth,copied_numeric_value,v1:building_000,428,10,426,10,tracked
building_000,gemini,dimensions_estimate.height,copied_numeric_value,v1:building_000,446,11,444,11,tracked
building_000,gemini,materials,copied_material_name,v1:building_000,1071,"[
    {
      ""name"": ""brick"",
      ""role"": ""primary walls"",
      ""confidence"": 1.0
    },
    {
      ""name"": ""stonebrick"",
      ""role"": ""corner pillars and roof trim"",
      ""confidence"": 1.0
    },
    {
      ""name"": ""wood"",
      ""role"": ""horizontal band between floors"",
      ""confidence"": 0.9
    },
    {
      ""name"": ""quartz_block"",
      ""role"": ""horizontal bands and base border"",
      ""confidence"": 0.8
    },
    {
      ""name"": ""nether_brick"",
      ""role"": ""roof"",
      ""confidence"": 0.9
    },
    {
      ""name"": ""glass"",
      ""role"": ""windows"",
      ""confidence"": 1.0
    }
  ]",467,"[{""name"": ""brick"", ""role"": ""primary walls"", ""confidence"": 1.0}, {""name"": ""stonebrick"", ""role"": ""corner pillars and roof trim"", ""confidence"": 1.0}, {""name"": ""wood"", ""role"": ""horizontal band between floors"", ""confidence"": 0.9}, {""name"": ""quartz_block"", ""role"": ""horizontal bands and base border"", ""confidence"": 0.8}, {""name"": ""nether_brick"", ""role"": ""roof"", ""confidence"": 0.9}, {""name"": ""glass"", ""role"": ""windows"", ""confidence"": 1.0}]",tracked
building_000,gemini,elements,explicit_text,v1:building_000,1170,"[
    ""windows"",
    ""walls"",
    ""roof"",
    ""pillars"",
    ""decorative bands""
  ]",1087,"[""windows"", ""walls"", ""roof"", ""pillars"", ""decorative bands""]",tracked
building_000,gemini,rebuild_hints,explicit_text,v1:building_000,1589,"[
    ""Create a 13x10 rectangular base."",
    ""Erect stonebrick pillars at each corner."",
    ""Fill the walls with bricks, leaving spaces for 2-block wide windows."",
    ""Add a horizontal layer of wood blocks above the first floor."",
    ""Add a horizontal layer of white blocks above the second floor."",
    ""Construct a gable roof using dark blocks, with stonebrick accents on the gable ends.""
  ]",1191,"[""Create a 13x10 rectangular base."", ""Erect stonebrick pillars at each corner."", ""Fill the walls with bricks, leaving spaces for 2-block wide windows."", ""Add a horizontal layer of wood blocks above the first floor."", ""Add a horizontal layer of white blocks above the second floor."", ""Construct a gable roof using dark blocks, with stonebrick accents on the gable ends.""]",tracked
building_000,gemini,uncertainties,explicit_text,v1:building_000,1819,"[
    ""No clear entrance or door is visible from the exterior."",
    ""The interior layout is unknown."",
    ""The exact type of white block (e.g., quartz, concrete, wool) cannot be definitively determined.""
  ]",1610,"[""No clear entrance or door is visible from the exterior."", ""The interior layout is unknown."", ""The exact type of white block (e.g., quartz, concrete, wool) cannot be definitively determined.""]",tracked
building_001,openai,summary,explicit_text,v1:building_001,257,"A two-story rectangular Minecraft building with a stepped wooden gable roof, stone-based walls with a middle horizontal band of white blocks, repetitive window rows on both floors, and a raised white border/ledge around the ground perimeter.",16,"""A two-story rectangular Minecraft building with a stepped wooden gable roof, stone-based walls with a middle horizontal band of white blocks, repetitive window rows on both floors, and a raised white border/ledge around the ground perimeter.""",tracked
building_001,openai,building_type,explicit_text,v1:building_001,308,residential_like (uncertain),280,"""residential_like (uncertain)""",tracked
building_001,openai,shape.overall_form,explicit_text,v1:building_001,397,rectangular box with a centered pitched/stepped roof,345,"""rectangular box with a centered pitched/stepped roof""",tracked
building_001,openai,shape.footprint_hint,explicit_text,v1:building_001,432,rectangle,423,"""rectangle""",tracked
building_001,openai,shape.symmetry,explicit_text,v1:building_001,521,bilaterally symmetric along the long central axis (front/back mirror),452,"""bilaterally symmetric along the long central axis (front/back mirror)""",tracked
building_001,openai,shape.floors_estimate,copied_numeric_value,v1:building_001,548,2,547,2,tracked
building_001,openai,shape.roof_type,explicit_text,v1:building_001,86,gable,81,"""gable""",tracked
building_001,openai,dimensions_estimate.width,copied_numeric_value,v1:building_001,622,11,620,11,tracked
building_001,openai,dimensions_estimate.depth,copied_numeric_value,v1:building_001,638,7,637,7,tracked
building_001,openai,dimensions_estimate.height,copied_numeric_value,v1:building_001,655,9,654,9,tracked
building_001,openai,materials,copied_material_name,v1:building_001,1315,"[
    {
      ""name"": ""wood"",
      ""role"": ""roof / horizontal trim"",
      ""confidence"": 0.95
    },
    {
      ""name"": ""stonebrick"",
      ""role"": ""lower wall course"",
      ""confidence"": 0.85
    },
    {
      ""name"": ""cobblestone"",
      ""role"": ""corner/vertical accents"",
      ""confidence"": 0.75
    },
    {
      ""name"": ""quartz"",
      ""role"": ""middle horizontal band and perimeter ledge"",
      ""confidence"": 0.9
    },
    {
      ""name"": ""glass"",
      ""role"": ""windows"",
      ""confidence"": 0.98
    },
    {
      ""name"": ""slab_wood"",
      ""role"": ""narrow horizontal trim between floors"",
      ""confidence"": 0.7
    }
  ]",676,"[{""name"": ""wood"", ""role"": ""roof / horizontal trim"", ""confidence"": 0.95}, {""name"": ""stonebrick"", ""role"": ""lower wall course"", ""confidence"": 0.85}, {""name"": ""cobblestone"", ""role"": ""corner/vertical accents"", ""confidence"": 0.75}, {""name"": ""quartz"", ""role"": ""middle horizontal band and perimeter ledge"", ""confidence"": 0.9}, {""name"": ""glass"", ""role"": ""windows"", ""confidence"": 0.98}, {""name"": ""slab_wood"", ""role"": ""narrow horizontal trim between floors"", ""confidence"": 0.7}]",tracked
building_001,openai,elements,explicit_text,v1:building_001,1767,"[
    ""continuous horizontal row of windows on each floor (three or four per visible face)"",
    ""front entrance likely centered but not clearly visible (uncertain)"",
    ""stepped/terraced wooden gable roof with stone slab edge"",
    ""raised white perimeter ledge (1 block high) around base"",
    ""stonebrick lower wall band with cobblestone corner blocks"",
    ""thin wooden plank trim between ground and first floor and under roof""
  ]",1331,"[""continuous horizontal row of windows on each floor (three or four per visible face)"", ""front entrance likely centered but not clearly visible (uncertain)"", ""stepped/terraced wooden gable roof with stone slab edge"", ""raised white perimeter ledge (1 block high) around base"", ""stonebrick lower wall band with cobblestone corner blocks"", ""thin wooden plank trim between ground and first floor and under roof""]",tracked
building_001,openai,rebuild_hints,explicit_text,v1:building_001,2613,"[
    ""Start with a rectangular footprint ~11x7 blocks (visible top-down shows an inward inset of walls compared to outer white ledge)."",
    ""Build two full stories of wall: lower story with stonebrick facing and cobblestone corners; upper story repeats lower pattern separated by a white quartz band and wooden trim."",
    ""Place continuous 1x1 windows (glass) in a horizontal strip on both stories centered between stonebrick rows; spacing appears uniform (3–4 windows per long face)."",
    ""Add a stepped wooden gable roof centered on the long axis: wooden planks stacked with 1-block inward offsets per layer and stone slab/stonebrick slab edging at the roof base/steps."",
    ""Surround the building with a 1-block-high white quartz ledge/trim inset from the outer edge of a dirt foundation (visible raised border).""
  ]",1788,"[""Start with a rectangular footprint ~11x7 blocks (visible top-down shows an inward inset of walls compared to outer white ledge)."", ""Build two full stories of wall: lower story with stonebrick facing and cobblestone corners; upper story repeats lower pattern separated by a white quartz band and wooden trim."", ""Place continuous 1x1 windows (glass) in a horizontal strip on both stories centered between stonebrick rows; spacing appears uniform (3–4 windows per long face)."", ""Add a stepped wooden gable roof centered on the long axis: wooden planks stacked with 1-block inward offsets per layer and stone slab/stonebrick slab edging at the roof base/steps."", ""Surround the building with a 1-block-high white quartz ledge/trim inset from the outer edge of a dirt foundation (visible raised border).""]",tracked
building_001,openai,uncertainties,explicit_text,v1:building_001,3099,"[
    ""Exact footprint dimensions: top-down images show symmetry but scale could be off by ±2 blocks."",
    ""Material identification between stonebrick and smooth stone slab on some horizontal edges is uncertain; I labeled primary candidates."",
    ""Entrance location not visible in provided views; assumed centered on a long side (uncertain)."",
    ""Some thin trims could be slabs (stone or wooden slabs) rather than full blocks; slab vs full block uncertain.""
  ]",2634,"[""Exact footprint dimensions: top-down images show symmetry but scale could be off by ±2 blocks."", ""Material identification between stonebrick and smooth stone slab on some horizontal edges is uncertain; I labeled primary candidates."", ""Entrance location not visible in provided views; assumed centered on a long side (uncertain)."", ""Some thin trims could be slabs (stone or wooden slabs) rather than full blocks; slab vs full block uncertain.""]",tracked
building_001,claude,summary,explicit_text,v1:building_001,376,A two-story rectangular building with a stepped pyramid roof structure. The base sits on a white concrete foundation. Walls are constructed from stone brick with decorative wood and gold/orange accents. Multiple windows with glass panes are visible on both floors. The roof features a distinctive tiered design with wood blocks stepping inward toward the peak.,16,"""A two-story rectangular building with a stepped pyramid roof structure. The base sits on a white concrete foundation. Walls are constructed from stone brick with decorative wood and gold/orange accents. Multiple windows with glass panes are visible on both floors. The roof features a distinctive tiered design with wood blocks stepping inward toward the peak.""",tracked
building_001,claude,building_type,explicit_text,v1:building_001,437,residential or administrative building,399,"""residential or administrative building""",tracked
building_001,claude,shape.overall_form,explicit_text,v1:building_001,515,rectangular box with stepped pyramid roof,474,"""rectangular box with stepped pyramid roof""",tracked
building_001,claude,shape.footprint_hint,explicit_text,v1:building_001,550,rectangle,541,"""rectangle""",tracked
building_001,claude,shape.symmetry,explicit_text,v1:building_001,604,bilateral symmetry along both axes,570,"""bilateral symmetry along both axes""",tracked
building_001,claude,shape.floors_estimate,copied_numeric_value,v1:building_001,631,2,630,2,tracked
building_001,claude,shape.roof_type,explicit_text,v1:building_001,71,pyramid,64,"""pyramid""",tracked
building_001,claude,dimensions_estimate.width,copied_numeric_value,v1:building_001,707,12,705,12,tracked
building_001,claude,dimensions_estimate.depth,copied_numeric_value,v1:building_001,724,10,722,10,tracked
building_001,claude,dimensions_estimate.height,copied_numeric_value,v1:building_001,724,10,722,10,tracked
building_001,claude,materials,copied_material_name,v1:building_001,1273,"[
    {
      ""name"": ""stonebrick"",
      ""role"": ""primary wall material"",
      ""confidence"": 0.95
    },
    {
      ""name"": ""wood"",
      ""role"": ""roof and decorative trim"",
      ""confidence"": 0.9
    },
    {
      ""name"": ""concrete"",
      ""role"": ""foundation and base platform"",
      ""confidence"": 0.85
    },
    {
      ""name"": ""glass"",
      ""role"": ""windows"",
      ""confidence"": 0.9
    },
    {
      ""name"": ""brick"",
      ""role"": ""decorative horizontal bands"",
      ""confidence"": 0.7
    }
  ]",763,"[{""name"": ""stonebrick"", ""role"": ""primary wall material"", ""confidence"": 0.95}, {""name"": ""wood"", ""role"": ""roof and decorative trim"", ""confidence"": 0.9}, {""name"": ""concrete"", ""role"": ""foundation and base platform"", ""confidence"": 0.85}, {""name"": ""glass"", ""role"": ""windows"", ""confidence"": 0.9}, {""name"": ""brick"", ""role"": ""decorative horizontal bands"", ""confidence"": 0.7}]",tracked
building_001,claude,elements,explicit_text,v1:building_001,1480,"[
    ""windows (multiple per floor, arranged in rows)"",
    ""stepped pyramid roof"",
    ""concrete foundation platform"",
    ""decorative wood and gold trim bands"",
    ""symmetrical facade""
  ]",1289,"[""windows (multiple per floor, arranged in rows)"", ""stepped pyramid roof"", ""concrete foundation platform"", ""decorative wood and gold trim bands"", ""symmetrical facade""]",tracked
building_001,claude,rebuild_hints,explicit_text,v1:building_001,2132,"[
    ""Start with white concrete foundation platform, approximately 12x10 blocks"",
    ""Build two-story rectangular walls using stone brick"",
    ""Add horizontal decorative bands of wood and gold/orange blocks between floors and at mid-wall height"",
    ""Install windows symmetrically: 4-5 windows per floor, evenly spaced"",
    ""Construct stepped pyramid roof by layering wood blocks, stepping inward 1 block per layer toward center"",
    ""Ensure roof steps are uniform and centered on both axes"",
    ""Add white concrete trim around foundation edges"",
    ""Top roof peak should be approximately 4-5 blocks above second floor""
  ]",1501,"[""Start with white concrete foundation platform, approximately 12x10 blocks"", ""Build two-story rectangular walls using stone brick"", ""Add horizontal decorative bands of wood and gold/orange blocks between floors and at mid-wall height"", ""Install windows symmetrically: 4-5 windows per floor, evenly spaced"", ""Construct stepped pyramid roof by layering wood blocks, stepping inward 1 block per layer toward center"", ""Ensure roof steps are uniform and centered on both axes"", ""Add white concrete trim around foundation edges"", ""Top roof peak should be approximately 4-5 blocks above second floor""]",tracked
building_001,claude,uncertainties,explicit_text,v1:building_001,2610,"[
    ""Exact window dimensions and frame material (appears to be glass with dark frames, possibly dark oak or stone)"",
    ""Interior layout and floor plan not visible"",
    ""Precise block count for roof pyramid due to perspective"",
    ""Whether the gold/orange material is gold blocks, orange concrete, or terracotta"",
    ""Exact depth dimension difficult to confirm from angles shown"",
    ""Whether there are additional floors below visible foundation""
  ]",2153,"[""Exact window dimensions and frame material (appears to be glass with dark frames, possibly dark oak or stone)"", ""Interior layout and floor plan not visible"", ""Precise block count for roof pyramid due to perspective"", ""Whether the gold/orange material is gold blocks, orange concrete, or terracotta"", ""Exact depth dimension difficult to confirm from angles shown"", ""Whether there are additional floors below visible foundation""]",tracked
building_001,gemini,summary,explicit_text,v1:building_001,242,"A two-story rectangular building featuring stone brick walls with cobblestone corners, horizontal decorative bands of wood and white blocks, and an arched wooden roof. It is surrounded by a one-block wide white perimeter base.",16,"""A two-story rectangular building featuring stone brick walls with cobblestone corners, horizontal decorative bands of wood and white blocks, and an arched wooden roof. It is surrounded by a one-block wide white perimeter base.""",tracked
building_001,gemini,building_type,explicit_text,v1:building_001,269,hall,265,"""hall""",tracked
building_001,gemini,shape.overall_form,explicit_text,v1:building_001,343,rectangular prism with an arched roof,306,"""rectangular prism with an arched roof""",tracked
building_001,gemini,shape.footprint_hint,explicit_text,v1:building_001,378,rectangle,369,"""rectangle""",tracked
building_001,gemini,shape.symmetry,explicit_text,v1:building_001,407,bilateral,398,"""bilateral""",tracked
building_001,gemini,shape.floors_estimate,copied_numeric_value,v1:building_001,434,2,433,2,tracked
building_001,gemini,shape.roof_type,explicit_text,v1:building_001,459,other,454,"""other""",tracked
building_001,gemini,dimensions_estimate.width,copied_numeric_value,v1:building_001,508,13,506,13,tracked
building_001,gemini,dimensions_estimate.depth,copied_numeric_value,v1:building_001,525,17,523,17,tracked
building_001,gemini,dimensions_estimate.height,copied_numeric_value,v1:building_001,508,13,506,13,tracked
building_001,gemini,materials,copied_material_name,v1:building_001,1164,"[
    {
      ""name"": ""stonebrick"",
      ""role"": ""main walls"",
      ""confidence"": 1.0
    },
    {
      ""name"": ""wood"",
      ""role"": ""roof, horizontal bands, gable ends"",
      ""confidence"": 1.0
    },
    {
      ""name"": ""quartz_block"",
      ""role"": ""perimeter base, horizontal bands"",
      ""confidence"": 0.8
    },
    {
      ""name"": ""glass"",
      ""role"": ""windows"",
      ""confidence"": 1.0
    },
    {
      ""name"": ""cobblestone"",
      ""role"": ""wall corners"",
      ""confidence"": 0.9
    },
    {
      ""name"": ""slab_stone"",
      ""role"": ""roof edging"",
      ""confidence"": 0.9
    }
  ]",564,"[{""name"": ""stonebrick"", ""role"": ""main walls"", ""confidence"": 1.0}, {""name"": ""wood"", ""role"": ""roof, horizontal bands, gable ends"", ""confidence"": 1.0}, {""name"": ""quartz_block"", ""role"": ""perimeter base, horizontal bands"", ""confidence"": 0.8}, {""name"": ""glass"", ""role"": ""windows"", ""confidence"": 1.0}, {""name"": ""cobblestone"", ""role"": ""wall corners"", ""confidence"": 0.9}, {""name"": ""slab_stone"", ""role"": ""roof edging"", ""confidence"": 0.9}]",tracked
building_001,gemini,elements,explicit_text,v1:building_001,1288,"[
    ""arched roof"",
    ""glass windows"",
    ""horizontal banding"",
    ""perimeter base"",
    ""entrance""
  ]",1180,"[""arched roof"", ""glass windows"", ""horizontal banding"", ""perimeter base"", ""entrance""]",tracked
building_001,gemini,rebuild_hints,explicit_text,v1:building_001,1813,"[
    ""Lay out a 13x17 rectangular footprint for the main building."",
    ""Surround the base with a 1-block wide path of white blocks, leaving a gap for the entrance on one of the long sides."",
    ""Construct the walls using stone bricks, placing cobblestone blocks at the corners."",
    ""Create horizontal bands using wood planks and white blocks to separate the floors and cap the walls."",
    ""Build an arched roof using wood planks and line the front and back gable edges with stone brick slabs.""
  ]",1309,"[""Lay out a 13x17 rectangular footprint for the main building."", ""Surround the base with a 1-block wide path of white blocks, leaving a gap for the entrance on one of the long sides."", ""Construct the walls using stone bricks, placing cobblestone blocks at the corners."", ""Create horizontal bands using wood planks and white blocks to separate the floors and cap the walls."", ""Build an arched roof using wood planks and line the front and back gable edges with stone brick slabs.""]",tracked
building_001,gemini,uncertainties,explicit_text,v1:building_001,1986,"[
    ""Exact material of the white blocks (could be quartz, smooth quartz, or white concrete)."",
    ""Interior layout and flooring are not visible.""
  ]",1834,"[""Exact material of the white blocks (could be quartz, smooth quartz, or white concrete)."", ""Interior layout and flooring are not visible.""]",tracked
building_002,openai,summary,explicit_text,v1:building_002,320,"Small single-storey rectangular building with a stepped brick gable roof, sandstone (light) walls with a wooden base, continuous horizontal windows on all visible sides, corner vertical stone pillars, and a raised light stone (quartz-like) trim / low parapet surrounding the building on the ground plane.",16,"""Small single-storey rectangular building with a stepped brick gable roof, sandstone (light) walls with a wooden base, continuous horizontal windows on all visible sides, corner vertical stone pillars, and a raised light stone (quartz-like) trim / low parapet surrounding the building on the ground plane.""",tracked
building_002,openai,building_type,explicit_text,v1:building_002,365,small house / pavilion,343,"""small house / pavilion""",tracked
building_002,openai,shape.overall_form,explicit_text,v1:building_002,542,simple rectangular box with a central pitched/stepped roof running along the long axis; raised shallow foundation and surrounding low border,402,"""simple rectangular box with a central pitched/stepped roof running along the long axis; raised shallow foundation and surrounding low border""",tracked
building_002,openai,shape.footprint_hint,explicit_text,v1:building_002,577,rectangle,568,"""rectangle""",tracked
